tweet,index,truncated,Language,username 
"@Marvin_Inu 🎗️UPCOMING LAUNCH SOON🎗️

💥 @TeacherDoge THE NEW BSC 100X GEMS!

🔥 UTILITY:
🏅TEACHER DOGE SWAP
🎖️TEACHE… https://t.co/0YZdrOZSOY",2692,True,en,Willy010422
@Amandah7818 @43yamecanse Podrías hacer un token (NFT) insignia y después todas las semanas vas dropeando nft con t… https://t.co/9MeZPAwIz7,2693,True,es,Nanenko
"RT @NFTsScout: 👀 Looking for a job in crypto?👀

💎Breakaway from the mundane world and make a living on the blockchain with Lil Hustlaz.

🚨U…",2694,False,en,thisismeandra
"RT @MetaForceArmy: AN ARMY OF 5,000. 🏴

WOW, we couldn’t be happier with the army we’re all building, together. 🪖

Celebrating 5K followers…",2695,False,en,Rinjo05
It is a  brilliant project. A unique concept can chage makes this project's a big profitable and top project. Team… https://t.co/s2sOaRrGHh,2696,True,en,kingsaikat064
"@dragonseaio @aantonop Welcome to #GoCryptoMe,The #decentralized solution to #crowdfunding using #crypto. We are he… https://t.co/06jLx1xOun",2697,True,en,Kibeee777
"@xmetafans They have already earned trust, and that says a lot. I believe this project is worth our attention. so i… https://t.co/5erf4vIt8C",2698,True,en,Bluepen786
"M-M #47

Come and choose for yourself the coolest NFT for you👍, made for you by the Rédling-Gajdár team❤. You can b… https://t.co/pFDMo5CWve",2699,True,en,RGChryss
"RT @StarbankFinance: GM🌟
The time has come🔥
We'd like to celebrate the coming of @StarbankFinance launch by giveaway 250,000 $SBX to the co…",2700,False,en,Ivans68705444
"RT @DoyoungPromotes: $30 • 420K • 5 HRS 🔥

- RT + RT &amp; Like quoted tweet below",2701,False,en,gloominsunday
"@RealFlokiInu @kucoincom #Floki is setting an example for all of crypto, with a project that truly puts the communi… https://t.co/ZFK6vN4o57",2702,True,en,ThorolfButter
"RT @walking_ape: 👟@sneakerheadsoff  WL giveaway! 👟

👟10x WL for #sneakerhead

1️⃣ Follow @Meta_WorldNFT @Sneakerheadsoff
2️⃣ Retweet &amp; Like…",2703,False,en,kcW85522311
"RT @CryptoTownEU: 🚀 Airdrop: HYSS Global Round 2
💰 Value: 4 $HYSS
👥 Referral: 400 $HYSS
📼 Audit: Solid Proof
📘 IDO: 23th March, 2022
📋 Cont…",2704,False,en,tipusultantct
"RT @Antologysenja: Hi 
This one still available on my pentas for 0.03bnb

Link: https://t.co/KyrUPk4SmP https://t.co/iAKqzo4dLu",2705,False,en,by_azdesign
"RT @FrenchieBallers: Frenchie Ballers is more than a normal brand. We're an NFT community working in multiple mediums, leveling up together…",2706,False,en,andrawins
"Check out my NFT listing on OpenSea! https://t.co/0S7I9CfloV via @opensea 

#PolygonNFT #NFT #OpenSeaNFT… https://t.co/wzEHekeXb3",2707,True,en,silverstudioNFT
"Hey @NFTtreylol, Congrats! 🐐

You've been randomly selected as the winner for @EARNFT_NETWORK pre-sale/whitelist sp… https://t.co/C3bh57g3ja",2708,True,en,Josefa78192823
"RT @TheApeList_: 🎉 3 WL GIVEAWAY 🎉

Mindblowon known as @tahilalats is an up-coming project that has collaborated with big brands and artis…",2709,False,en,rAgoJack03
"RT @pushpendrakum: In Gambling if you win then you have to pay 30% tax.

If you are not winner then you have not to pay any tax.

Even you…",2710,False,en,SuBHasHKaGDaNa
"RT @SwiftsNFT: Minting for the “Founder” collection by 
@theaugmentedage
 is live - Don‘t miss this one! 🚀 https://t.co/lJ4IdWaNUP

They‘re…",2711,False,en,_prkshghn
"【日本のNFTアーティスト】

まだ安く買える話題の画家を紹介
世界的なキャラクターなどのポップなパロディアートを多数制作。

https://t.co/GZWVgZeA3Q

#人気作家
#デザイナー
#nftart",2712,False,ja,hotart97
"RT @nft_snapshot: 💰💰💰 WL Giveaway Alert!
 
Only 100 WL spots!!

👇 To Enter:

1️⃣ Follow @nft_snapshot 
2️⃣ ❤️ &amp; RT
3️⃣ Tag 3 friends

Goodl…",2713,False,en,zcoocoo
"@TomBilmore @omega_alpha_nft This is the exchange every trader needs. You can trade all Crypto, Forex, Commodities,… https://t.co/lGMJsprKE5",2714,True,en,parseh1356223
@milionet_n https://t.co/VOPVzpt37c,2715,False,und,TaLOO04957799
"RT @nftfredd: 🎉NFT GIVEAWAY🎉

Prize🎁: 1x Meta Pizza NFT

To Enter:
✅Follow Me &amp; 
@MetaPizzaNFT

✅Like &amp; RT
✅Tag 3 friends 

⏰24H

#NFT #NFT…",2716,False,en,missufexxbigwin
"Ethereum NFT Project, Azuki reaches sales Milestone https://t.co/GZq0xIKHEZ",2717,False,en,chain_bsc
"RT @TokenSaint: While you are waiting 2x on #memecoins with

million dollars  mcap

#Saintpatrick

Could 100x with current 70k marketcap

I…",2718,False,en,tmdnlxl1101
@Cryptocityspot7 @meta_blaze For your roadmap I would like to ask What are your targets in 2021 and 2022 that you a… https://t.co/EyqCJ3SR0e,2719,True,en,Bojo36759333
"RT @AirdropStario: 💧 FatherDefi Airdrop 💧

🏆 Task:   ➕ $10 worth of ANDRE for 900 random participants

👨‍👩‍👧 Referral: ➕ $10 worth of ANDRE…",2720,False,en,HajiBughio1
"RT @bamboobpt: 強そうなエース登場です😍
いままでは最後に登場したカードがLevel7だったみたいですが、今回は先日のセブンがどうしてもLevel 7に見えちゃうなぁ🤩🤩🤩
#XANA #Metaverse #NFTDuel #GameFi #ウルトラマン #P2…",2721,False,ja,079_freestyle
"RT @Steampad: 🔥 Unveiling our most Powerful Characters of the Game to be Launched by SteamPad🔥

Pre-Sale beginning on the 12th of March. Us…",2722,False,en,SakibAh9
"RT @pbaypuipui: Check out my NFT Collection
FACE-OFF_ Taming Collection
   my favorite famous character on Taming

NFT on Opensea https://t…",2723,False,en,raareepaa
"RT @JaxDiamondETH: ⚠️#minting Live!⚠️

Claim your special Pre-Sale Price💸&amp; mint your Rare NFT now‼️🔥

Use this link https://t.co/gSYm07ZztU…",2724,False,en,Banggray_Cityx
"RT @AmeerHussainn: ⭐️ 3LANDERS NFT GIVEAWAY (1.5 ETH FLOOR)⭐️
🚨TRIPSTERS x5 WL GIVEAWAY🚨

To enter:
• Follow @AmeerHussainn &amp; @Tripsters
•…",2725,False,en,NftOguz
"@Hotbit_news @safewalletoffic ┈┄┅═✾•••✾═┅┄┈
　　( ㅎ_ㅎ)　
　┌/つ/￣￣￣/ 
￣￣＼/＿＿＿/￣￣
#spacepi 
🚀🚀🚀🚀🚀🚀🚀   
🚀 ❤️🚀 ❤️🚀 ❤️🚀
🤩🤩🤩🥰… https://t.co/tJNOWyfen1",2726,True,ja,MatinLor
"RT @GalacticBabyApe: Our first official reveal 🔥 (randomly generated). To celebrate, we are giving away a FREE GBAC V2!!

To enter:

✅ Foll…",2727,False,en,CryptErcer
"RT @nftengineer: 💫 SOL + #NFTGiveaway 💫

 Prizes :
🏆 3x #NFT ~ $350 💵
🏆 $50 💵 in $SOL

❕ Rules :
1⃣ RT &amp; ❤️
2⃣ Follow ME &amp; @theCollectivNFT…",2728,False,en,Aliandosev
"RT @cb36DPS: The #MEFaverse combines the best of hip hop culture, comic books, gaming, art &amp; entertainment! 🎶💥🎮🍿

This is just the beginnin…",2729,False,en,cMeOnThBlkChain
RT @Jureepo86883141: @News1Airdrop #NFT,2730,False,und,Eliza58497114
RT @ToInfinity101: Excited to start Blockchain Secrets Investor Group and Marketing Solutions. Give us a follow on Twitter: @BlockSecrets21…,2731,False,en,JokoBuinem_Win9
"Very Good Project...
@SiamAhm12155314
@SiamAhmedd
@ahmedd_siam",2732,False,en,Siam333777
@nft_finley 😍,2733,False,und,fantastic24834
"RT @zaeNFT: 🚨 NEXT BIG PROJECT 🚨

Found this project @Moondusa , spoke to the owner and your not gonna wanna miss out! 🚀

🔸WHITE PAPER RELE…",2734,False,en,jgwiselle
Believe in this project because it's gonna be a success @WehnerMarisol @Georget28004981 @elvie_mraz,2735,False,en,CristLucie
"RT @TheLottoNFT: 🦸‍♀️ HUGE #Giveaway 🦸

We’re Giving Away: 
$100 $ETH 🤯
1 TLN #NFT to 1 winner 🦹
Plus 20 WL Spots 🙌

To Enter:
1️⃣ Follow…",2736,False,en,jaehyunwangi
"RT @K_SMITH31: 🎉 Whitelist Giveaway🎉

Bringing you guys 3x WL spots for @SmolAge_NFT 
. FREE Mint=FREE NFT . 🔥 Art!☠️

To win 🦴
1️⃣Follow @…",2737,False,en,GeorgePaulNFT1
"RT @TheLilFrens: 💖 Lil Frens X Nyoki Club ㊗️

we are giving away five (5) whitelist spots from @nyokiclub

to enter
- like &amp; rt 
- follow @…",2738,False,en,Glowingboi2837
"RT @Azianoona: ⚠️#minting Live!⚠️
Claim your special Pre-Sale Price💸&amp; mint your Rare NFT now.
Use this link https://t.co/vNQ8C1EHPO 
-
@Bop…",2739,False,en,jaemhyuncityx
"RT @airdropinspect: New airdrop: League of Empires (LOE)
Total Reward: 50,000 LOE &amp; 300 NFTs
Rate: ⭐️⭐️⭐️⭐️
Winners: 1090 Random &amp; Top 200…",2740,False,en,Luctran83351125
"RT @Cointelegraph: Women in Norway are embracing crypto. 

A survey conducted by @ArcaneResearch and @EYnews found that the rate of female…",2741,False,en,priyas842
@MSBTX21 Hi there MilagroStudiosBTX! Looking for a new BAYC? 🥷🏻Take a look at this NFT @junitynft Whales call! Get… https://t.co/TLUFfgrakI,2742,True,en,Ronda13367479
"RT @WonderlandMeta1: 🔥🗣AirDrop - MetaVerse Wonderland

🎁Rewards: 1 NFT
👥Referral: 5 levels (tokens MWL)
💰Total Pool: 100000 NFT + 4000000 $…",2743,False,en,KUrashif
"RT @missufe: $200 | 2.800.000 IDR in 24 Hours 🦄

- $100 👉🏻 RT &amp; Follow @thelottonft + RT, Like Quoted Tweet 👇🏻

- $100 Bonus 👉🏻 Join Discor…",2744,False,en,0xaqillah21
"RT @zaeNFT: 🚨 NEXT BIG PROJECT 🚨

Found this project @Moondusa , spoke to the owner and your not gonna wanna miss out! 🚀

🔸WHITE PAPER RELE…",2745,False,en,Muhamma66790571
"RT @AirdropDet: 🔍 New #Airdrop: Meta Farm Verse

💲 Reward: Up to 2K MEFV (~$20) + 4M MEFV (~$40K) referral pool

🔴 Start the airdrop bot ht…",2746,False,en,Khan16801
"RT @mekafusion: #NFT Mekafusion #32 MF16 BAD WOLD 1/1 ed in the primary sale is now SOLD to #NFTcollector @_DrDix!

 Congratulations!

⭐️⭐️…",2747,False,en,_DrDix
"RT @DoyoungPromotes: $30 • 420K • 5 HRS 🪐

- RT + RT &amp; Like qouted tweet below",2748,False,en,junkyuuuuyang
@CamiloVArt @dwypto Thank you! 🥰 NFT changing lives! 😁,2749,False,en,nicolau_raw
"RT @AlienApeYC: MAAYC ~ Giveaway! 

100$ and 10 WL Spots!

We are going to give away 10 whitelist spots on this post! AAYC holders will be…",2750,False,en,shxxbiwin_131
"RT @NFT_HallofFame: The Ferrari 250 GTO goes —-miles an hour but somehow a Karto Car is still faster!

Have you heard of @KartoCars ?
🚘 10,…",2751,False,en,imnyyy_
"RT @CryptoTownEU: 🚀 Airdrop: LumiGhost
💰 Value: 1000 $LUMIGHOST
👥 Referral: 5000 $LUMIGHOST
📅 End Date: 21st April, 2022
🏦 Distribution Dat…",2752,False,en,nataniaawalia
RT @VentiSwap_: Next week we will be launching VentiHeadz (80’s Edition). There will only be 5000 VentiHeadz to be minted with 3 rare ones…,2753,False,en,AyaLuckyPedia
"RT @airdropinspect: New airdrop: CanvasLand (CANVAS)
Total Reward: $50000 CANVAS + 2000 USDT
Rate: ⭐️⭐️⭐️⭐️
Winners: 5200 Random &amp; Top 100…",2754,False,en,spatechzone1
@CryptoDiffer @LunarCrush @NakamotoGames @REVV_Token @PancakeSwap @PhantasmaChain @KardiaChain @Kommunitas1… https://t.co/QUMcFZQ1yV,2755,True,en,sara2230233
"RT @nftengineer: 💫 SOL + #NFTGiveaway 💫

 Prizes :
🏆 3x #NFT ~ $350 💵
🏆 $50 💵 in $SOL

❕ Rules :
1⃣ RT &amp; ❤️
2⃣ Follow ME &amp; @theCollectivNFT…",2756,False,en,CryptoTamilNFT
"RT @NeverLandBSC: 🦉What is the reason for the game's enduring appeal? 

🦢NeverLand would be the reason! 

🦚You look lovely, if I may say so…",2757,False,en,dediadadisini
RT @RKropachek: What is the ideal minting price for a highly detailed &amp; animated (3300 items) 3D NFT collection nowadays? Not too expensive…,2758,False,en,rxvianq
@luisoliveros13 Mientras sigan viendo el precio del #bitcoin en el corto plazo siempre verán el vaso medio vacío y… https://t.co/rNsQKI4xJ8,2759,True,es,HeverCastroB
"ONE PEACE NFT #AIRDROP 340 UNIQUE NFTs ~ US$ 81,600
🤜Join now: https://t.co/7PWy1U8c03
#OnePeaceNFT 
⏰12:00 AM UTC… https://t.co/KwpP78c1AJ",2760,True,en,EnzSantos122
"RT @Missypromotes: $150 GIVEAWAY 

- RT &amp; Join Telegram ( post proof ) https://t.co/Zw74SJKYUA 

Click "" Unmute Me "" 

end 24 hours 💛
-----…",2761,False,en,snf_3004
"RT @AirdropDet: 🔍 New #Airdrop: Meta Farm Verse

💲 Reward: Up to 2K MEFV (~$20) + 4M MEFV (~$40K) referral pool

🔴 Start the airdrop bot ht…",2762,False,en,musacay52
"@cryptocom #CylumProtocol is the most user-friendly decentralized hub to start your cryptocurrency journey. 
You ca… https://t.co/McvBeqfZmG",2763,True,en,amalfatima102
"RT @Astroverse_NFT: 🚨  EXCITING NEWS  🚨

Astroverse is @LoopDeFi_NFT's exclusive partner for their NFT Marketplace Beta WL.

We are choosin…",2764,False,en,Jaarus1
"RT @solknight111: 🎁SOL &amp; NFT GIVEAWAY!🎁

Prizes:
🏆$30 (.2 SOL)
🏆1x NFT ($120)
🏆8x WL Spots

1⃣Follow @NF1Project &amp; @solknight111
2⃣Retweet…",2765,False,en,bbxxxx3521747
Thank you @EbisusBay for refund! You are amazing 🚀,2766,False,en,Fed3look
"@Jopromote @FantasyArenaNFT https://t.co/Z4rvZjTnEr
done https://t.co/WXL6uw7Ony",2767,False,en,jen_rosecityxx
"RT @BroskeesNFTs: We've partnered with @BokiNFT to give away 3 spots to their Allowlist. 

To enter:
1. Follow @BroskeesNFTs  &amp;  @BokiNFT…",2768,False,en,Russell06329589
"RT @AirdropDet: 🔍 New #Airdrop: Meta Farm Verse

💲 Reward: Up to 2K MEFV (~$20) + 4M MEFV (~$40K) referral pool

🔴 Start the airdrop bot ht…",2769,False,en,Ripon1239
"RT @ageof_dragons: 😱 Introducing the stunning concept art for the Zombie King.  Devs working on 3D modelling, rigging and animations. 👀👀

A…",2770,False,en,Rakibdc4
"RT @RoyalOutkasts: We're giving away 2 x NFT's + $100 🤯

Remember, if you're lucky enough to win a rare, you'll also receive 3 BNB as a rew…",2771,False,en,kepengenbigwin1
"RT @PalmNft: Drawing from his desire to invoke positivity through his works, @coryvanlew has become one of the most prominent artists in th…",2772,False,en,CommemorativeC1
"RT @Cointelegraph: Women in Norway are embracing crypto. 

A survey conducted by @ArcaneResearch and @EYnews found that the rate of female…",2773,False,en,cee_sanu
"RT @nftengineer: 💫 #GIVEAWAY 💫

 Prizes :
🏆 .5 $SOL ~ $50 💵
🏆 10x WL spots

❕Rules :
1⃣ RT &amp; ❤️
2⃣ Follow @DigitalApeClub &amp; @OqaNft 
3⃣ Tag…",2774,False,en,dogespromote3
"RT @TheApeList_: 🎉 3 WL GIVEAWAY 🎉

Mindblowon known as @tahilalats is an up-coming project that has collaborated with big brands and artis…",2775,False,en,MusicShenita
"RT @gozen_nft: 💪フィジカルグループ展開催決定💪

マルイのギャラリーでNFTアートの展示をしませんか？？
詳しくは下記ページにて✨
https://t.co/iXPtvd9AGk

締切は4/10(JST)ですが、なるべく早いと助かります！！ https://t…",2776,False,ja,ohSesoriH
"RT @ladyincrypto: $30 ~ 120 MINUTES 🌿

- RT &amp; Like/RT the tweet below 👇🏻",2777,False,en,jihantawan
"RT @Nafwyd: Only a few pieces are left of the“MetaREVERSED” collection a physically fractionalised AR NFT sculpture.

Follow: @artbyamrita…",2778,False,en,junkyucityxx
"RT @omega_alpha_nft: 🎁The RiceDay WL x 2 Giveaway 🎁

Giving away 2 WL spots for 
@RiceDayGG
 💥 (more in our discord)

To Enter 👇
1️⃣ Follow…",2779,False,en,MichaelG0
"RT @TheCybertarClub: 🎉Hello from the #Cybertar Club!

To celebrate our official meet-up, we are launching the 💵$5000💵 Genesis Airdrop for e…",2780,False,en,adnanh_44
"RT @chitaglorya__: giveaway 75$ | 1,050,000 IDR

-- rt &amp; rt like quoted tweet!

ends in 5 hours good luck 🍒",2781,False,en,_wwinss
Great. I have seen a lot of uunique ideas from project owers.,2782,False,en,altcryptogemcom
RT @cryptojack: What crypto gaming tokens are you buying? 👇🏼,2783,False,en,PhngTrn30932674
"RT @HeroesOfArcan: 💎 Heroes Of Arcan is a « Play to Earn » game, in which players have the opportunity to earn money in the real world: 

B…",2784,False,en,ainurbik059
"RT @RichQuack: https://t.co/IWcqyVZeGK

Latest article got published by @Investingcom 

#RichQUACK #QUACKattack #QUACKarmy $QUACK #Crypto #…",2785,False,en,fluoreok
"RT @0nlyNFTs: 🎉 #NFTGiveaway 🎉

Introducing @CuriositiesNFT 🔥

1x NFT (~$150) + 10x WL 🎉

To Enter:

1⃣♥️&amp;RT + Tag 3 Friends
2⃣Follow Me +…",2786,False,en,EtherMobi
"RT @The_Lost_Throne: Dear #TLT contenders

TLT soft-launch will launch at 12 AM, 30th March (UTC)
The #P2E will officially start, all the g…",2787,False,en,gimbuhyeon6
"RT @WhoredApeClub: OFFICIAL @WhoredApeClub $3000 $APE/APECOIN GIVEAWAY 💸

Celebrating our #NFT launch very soon!
➡️ Follow @WhoredApeClub…",2788,False,en,sseahwincity
RT @RKropachek: What is the ideal minting price for a highly detailed &amp; animated (3300 items) 3D NFT collection nowadays? Not too expensive…,2789,False,en,0xp1ckme
"RT @AmeerHussainn: ⭐️ 3LANDERS NFT GIVEAWAY (1.5 ETH FLOOR)⭐️
🚨TRIPSTERS x5 WL GIVEAWAY🚨

To enter:
• Follow @AmeerHussainn &amp; @Tripsters
•…",2790,False,en,crowdplsrr
"RT @themosquenft: ""The Mosque NFT"" - a project raising money for those in-need.

The project goal is to highlight problems that exist in re…",2791,False,en,MunzilKhan22
"RT @RealFlokiInu: @kucoincom #FLOKI because:

- 400,000+ holders.
- Utility via NFT game, crypto education, DeFi, etc.
- Partnered with 8 f…",2792,False,en,ThorolfButter
"Got an #epic #Robin low mint #7 on my first pack opening! Let's GOOOOO!!!!
@hro #DC #Comics #NFT #blockchain… https://t.co/DAsDjD4fhD",2793,True,en,BYouPhoto
#FlagNetwork #IDO #cryptocurrency #Bitcoin #NFTs,2794,False,und,Sunilsaharan4
"RT @nft_snapshot: 💰💰💰 WL Giveaway Alert!
 
Only 100 WL spots!!

👇 To Enter:

1️⃣ Follow @nft_snapshot 
2️⃣ ❤️ &amp; RT
3️⃣ Tag 3 friends

Goodl…",2795,False,en,kirann_0
"RT @Crypt0monKeys: New monKeystack revealed! This time it's a #NFT collab with @metaforcecomics - meet metamonKey!
All monKeystacks: https:…",2796,False,en,Frenkypto
NFT projects hosting parties is a bullish signal,2797,False,en,CryptoWandererr
@reicannon @projectPXN I plan to buy my parents a house one day with crypto,2798,False,en,1Pump_Chump
"Good project(#XRP#IDO#nft)
@MontanaroRalph 
@rahman25zed 
@blockmidas",2799,False,en,salimbuni
I will buy 3 NFT from my followers.🌟🍀🌟,2800,False,en,nfthomee
Promote it on @NFTsSaga,2801,False,en,Jonson247635890
"RT @jenniproms: 🎁 #NFTGiveaway 🎁
To celebrate OWN's NFT Sneakpeek, giving away
🔥 1 NFT
🎊 5 WL

TO ENTER ⬇️
1️⃣ Follow @OWNcryptoverse
2️⃣ L…",2802,False,en,butterlinch
"RT @ladyincrypto: $30 ~ 120 MINUTES 🌿

- RT &amp; Like/RT the tweet below 👇🏻",2803,False,en,habybigwinx
"RT @MoRuf88: NEW NFT DROP!!!

“Sweetvibes2” produced by @_brainorchestra &amp; mixed by @ProducerMC is now live on @catalogworks @thepark 🔊⚡️🔊…",2804,False,en,Mlouis82
"RT @CassavaNetwork: #Africa's youth are extremely talented, but they lack access to the opportunities they deserve ❌

#Web3 promises a solu…",2805,False,en,Emajoyz
RT @0xlax1er: JUST LOOK AT IT 🦖🔥 Say hello to my new fren #5176 @KaijuFrenz @imredelephant #NFT #NFTreveal #NFTCommunity !roar https://t.co…,2806,False,en,316Infnite
Promote it on @NftEliteClub,2807,False,en,billkill88999
"RT @Metastract: Please note this is not a joke 😱 To celebrate this first of April, the rasta Fisho goes to only 0.007 $eth for 24 hours onl…",2808,False,en,Robo_Sphere
"@champtgram lfg!!see this project @TheBeatBots
#NFT #nfts #NFTCommmunity https://t.co/KlGILfCroX",2809,False,en,yuyi0522
"RT @metararity: 🎁 #Giveaway 🎁

We've partnered with @KiraverseNFT 

$400 (4x $100) #ETH or #Solana
5x KIRA Whitelist Spots!

To Enter:
1⃣Jo…",2810,False,en,manoj973
@ChengPTCar @KirekaNFT @ElemonGame Man the crypto space is just amazing... I've got some friends that stopped worki… https://t.co/EKBcQMIuMr,2811,True,en,Jimmyboyzzzzz
Large Transaction Volume (LTV) on the Cardano blockchain has exploded in 2022 by more than 50x  suggesting that the… https://t.co/svxPkZajEt,2812,True,en,BastiKaiser
"RT @TheLottoNFT: 🦸‍♀️ HUGE #Giveaway 🦸

We’re Giving Away: 
$100 $ETH 🤯
1 TLN #NFT to 1 winner 🦹
Plus 20 WL Spots 🙌

To Enter:
1️⃣ Follow…",2813,False,en,missufe_glorya7
"@M_Neuralink 
@M_Neuralink",2814,False,und,ShbkhTy
"RT @O_Jokers_Club: The blacker the outfit, the cooler the Joker. Does everyone agree? 😎

#OJC #NFT https://t.co/qOnjQEQIRr",2815,False,en,miekaldukuah
"RT @missufe: $80 | 1.120.000 IDR in 5 Hours 🦄

- RT &amp; Must Join Quoted Tweet 👇🏻 (Post Proof)",2816,False,en,DeliaTim3
"@Marvin_Inu @cryptocom 🎗️UPCOMING LAUNCH SOON🎗️

💥 @TeacherDoge THE NEW BSC 100X GEMS!

🔥 UTILITY:
🏅TEACHER DOGE SW… https://t.co/UlDOlg8lZy",2817,True,en,Willy010422
The project is implemented very professionally and has a clear development plan. Made by a very professional and ex… https://t.co/oNfpPxjC4s,2818,True,en,Hos00792178Abul
"RT @Play_Ukiyo: ⚔️ Ukiyo X Gummies Gang 🍭

We have teamed up with Gummies Gang to give away:
3x #Whitelist spots for Ukiyo
3x #Whitelist sp…",2819,False,en,MaddisMumma42
"RT @tradegym: #BTC #Bitcoin

🚀ロング🚀",2820,False,ja,saiyajinnorin
"RT @missufe: $200 | 2.800.000 IDR in 24 Hours 🦄

- $100 👉🏻 RT &amp; Follow @thelottonft + RT, Like Quoted Tweet 👇🏻

- $100 Bonus 👉🏻 Join Discor…",2821,False,en,jjmissufe
"RT @TheCybertarClub: 🎉Hello from the #Cybertar Club!

To celebrate our official meet-up, we are launching the 💵$5000💵 Genesis Airdrop for e…",2822,False,en,AlexVins91
"RT @CTChinaOfficial: 【Cointelegraph华语·TRENDS】
今晚10点，“NFTLA美国行：一起畅谈中西交融”
主持人：@TracyCTChinese
分享嘉宾：@TheCybertaClub @see_dao @tingblockchain
#…",2823,False,zh,Arivu07084436
I hope this project will be successful soon. Project has transparency and safety exactly what we need to strengthen… https://t.co/itj0vq9wO5,2824,True,en,Sadiyamim57
@NFT_Dropper https://t.co/9pLt2NkKma,2825,False,und,NFTSynasthesia
"Hey @carrickko88, Congrats! 🐐

You've been randomly selected as the winner for @EARNFT_NETWORK pre-sale/whitelist s… https://t.co/MAZJePV2G0",2826,True,en,Annemar73366633
"RT @NFTClusterClub: If you are a musician you can’t miss this opportunity.

Join the biggest Music Studio ever!

Be part of @worldofmusicnf…",2827,False,en,hixape4435
"RT @nftfredd: 🎉NFT GIVEAWAY🎉

Prize🎁: 1x Meta Pizza NFT

To Enter:
✅Follow Me &amp; 
@MetaPizzaNFT

✅Like &amp; RT
✅Tag 3 friends 

⏰24H

#NFT #NFT…",2828,False,en,echanwincity
"#Endgame Is it finally happening
RC drops the bomb 💣 #squeeze #gme $gme #amc $amc 
#nft #nfts #nftart #NFTartist https://t.co/T7Vw7TSgaq",2829,False,en,SkinnyJoeNFTs
"RT @EpixNFT: 🚨 The first-ever NFT for someone who doesnt settle for mediocrity…

😈
@iconicmavericks

📈To be eligible for draw:

1️⃣ Like, R…",2830,False,en,IhatSolihat01
"RT @nftpromochan: 2 EGLD #Giveaway 

🎁380$ EGLD

Requirements:
⚡Follow @nftpromochan
⚡RT + ❤️

I'll pick one random winner who tags most El…",2831,False,en,nftpromochan
"RT @breadaverse: We had such a great time with @realsupducks and our friends at NFT LA this week so we decided to give away a SupDuck.

1)…",2832,False,en,TommyGunNFT
"RT @ladyincrypto: $30 ~ 120 MINUTES 🌿

- RT &amp; Like/RT the tweet below 👇🏻",2833,False,en,youngcityx89
"@LacedWhales VAIOT 2.0, includes NFT contracts, metaverse agreements, contract analytics, easy contract generation,… https://t.co/VsURKweXRV",2834,True,en,Friendsof_vaiot
"RT @crypto__martin: 🎁 #NFTGiveaway 🤩
To celebrate OWN's #NFT Sneakpeek, they are giving away :
🔥1 NFT
🎊5 WL

TO ENTER ⬇️
1️⃣ Follow @OWNcry…",2835,False,en,ananbigwin
"@MartyBent Mine Bitcoin. There. That wasn't so bad, now was it?",2836,False,en,AdamSimecka
Happy April fool’s day. Don’t be a fool and miss out on @FrenchieBallers https://t.co/ZhQC01nD3J,2837,False,en,Jedi_Knight_88
GOOD,2838,False,en,Atri08549411
Promote it on @NftEliteClub,2839,False,en,jorden88999
"RT @joesnfts_: #NFT GIVEAWAY🎉

To win:
Follow me , Like &amp; Retweet
Drop your #ETH wallet address https://t.co/IZM5mAVYKe",2840,False,en,marconeslz26
"RT @theodora_tomova: 🎁 #NFTGiveaway 🤩
To celebrate OWN's #NFT Sneakpeek, they are giving away :
🔥1 NFT
🎊5 WL

TO ENTER ⬇️
1️⃣ Follow @OWNcr…",2841,False,en,inyourcityx
Hey fam🤍! Your art is so cool!  PROMOTE IT ON OUR IG 9M Just DM your content at 👉  https://t.co/LiqhJ28O2x,2842,False,en,Nftrk2Nftrk
"RT @ProjectAPE_nft: As promised!!
Just retweet and follow to win a #Azuki NFT worth 22 E 🚀 

First 5,000 people to interact and reply only…",2843,False,en,TobiasKamkum
"RT @AngryGorillaCB: 🎁 FREE NFT FOR ALL YOU GORILLAS! 🎁
LIKE, FOLLOW AND RETWEET! 
Comment your wallet 

#nft #nfts #NFTCommunity #NFTGiveaw…",2844,False,en,mokomonichappy
"RT @NFTPROMOTURK: 📢Sayfamızdaki Aktif Etkinlikler 📢

1️⃣1 kişiye 1 #Solana 120$ tam 1800₺ 

https://t.co/fLLpvqDpag

2️⃣2 kişiye 100$ #USDT…",2845,False,tr,Burak16452219
"RT @brxwlol: 🚨NFT x WL GIVEAWAY 🚨

A very promising #NFT project.

🏆 2x @killabearsnft NFT
🏆 20x WL

Rules

1️⃣ Follow @killabearsnft
2️⃣ J…",2846,False,en,SamWinCityx
"RT @Cointelegraph: Women in Norway are embracing crypto. 

A survey conducted by @ArcaneResearch and @EYnews found that the rate of female…",2847,False,en,aria_pourbehi
"RT @alikhani_zeinab: Breaking news
#BlueSparrow Centralized Exchange (CEX) will be ready by the end of March
Trading Cryptos is like tradin…",2848,False,en,saye77045052
"$GMT

On 1h chart it just retested the support after a breakout. Can be longed with trailing SL.
This one is a risk… https://t.co/B4YpBSJ56K",2849,True,en,Leona05752022
"RT @ladyincrypto: $30 ~ 120 MINUTES 🌿

- RT &amp; Like/RT the tweet below 👇🏻",2850,False,en,lucky_misufe
